"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
2,2,2,2,4,1,0.333333333333333,0.666666666666667,0.5,0.75,1,1,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,2,4,2,0.333333333333333,0.666666666666667,0.75,1,0.75,1,"; ; "
2,2,2,2,4,3,0.333333333333333,0.666666666666667,1,0.5,1,1,"; ; 6.25 % of all edit distance cells or 2 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,2,4,4,0.333333333333333,0.666666666666667,1,1,1,0.875,"; ; "
2,2,2,2,4,5,0.333333333333333,0.666666666666667,0.5,1,1,1,"; ; "
2,2,2,2,4,6,0.333333333333333,0.666666666666667,1,1,0.875,1,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,2,4,7,0.333333333333333,0.666666666666667,0.5,0.5,1,1,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,2,4,8,0.333333333333333,0.666666666666667,0.75,1,0.875,1,"; ; "
2,2,2,2,4,9,0.333333333333333,0.666666666666667,0.5,1,0.75,0.875,"; ; "
2,2,2,2,4,10,0.333333333333333,0.666666666666667,1,1,1,0.875,"; ; "
