"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
4,4,4,2,4,1,0.333333333333333,0.666666666666667,0.5,0.625,0.734375,0.671875,"; ; 0.43945312 % of all edit distance cells or 9 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,2,0.333333333333333,0.666666666666667,0.6875,0.625,0.78125,0.765625,"; ; 0.53710938 % of all edit distance cells or 11 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,3,0.333333333333333,0.666666666666667,0.4375,0.625,0.671875,0.765625,"; ; 0.63476562 % of all edit distance cells or 13 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,4,0.333333333333333,0.666666666666667,0.4375,0.875,0.546875,0.625,"; ; 0.43945312 % of all edit distance cells or 9 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,5,0.333333333333333,0.666666666666667,0.5,0.5625,0.640625,0.71875,"; ; 0.34179688 % of all edit distance cells or 7 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,6,0.333333333333333,0.666666666666667,0.625,0.6875,0.640625,0.609375,"; ; 0.83007812 % of all edit distance cells or 17 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,7,0.333333333333333,0.666666666666667,0.625,0.75,0.6875,0.71875,"; ; 0.48828125 % of all edit distance cells or 10 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,8,0.333333333333333,0.666666666666667,0.6875,0.5625,0.71875,0.796875,"; ; 0.390625 % of all edit distance cells or 8 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,9,0.333333333333333,0.666666666666667,0.625,0.625,0.765625,0.890625,"; ; 0.390625 % of all edit distance cells or 8 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
4,4,4,2,4,10,0.333333333333333,0.666666666666667,0.5625,0.5625,0.734375,0.703125,"; ; 0.5859375 % of all edit distance cells or 12 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
