"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
6,6,6,6,0,1,1,0,0.583333333333333,0.888888888888889,0.356481481481482,0.388888888888889,"; ; 1.85613855 % of all edit distance cells or 433 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,2,1,0,0.638888888888889,1,0.337962962962963,0.37962962962963,"; ; 1.74897119 % of all edit distance cells or 408 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,3,1,0,1,0.527777777777778,0.337962962962963,0.361111111111111,"; ; 1.77897805 % of all edit distance cells or 415 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,4,1,0,0.555555555555556,0.75,0.351851851851852,0.347222222222222,"; ; 1.77897805 % of all edit distance cells or 415 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,5,1,0,0.777777777777778,0.777777777777778,0.365740740740741,0.333333333333333,"; ; 1.86471193 % of all edit distance cells or 435 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,6,1,0,0.777777777777778,0.75,0.356481481481482,0.375,"; ; 1.77897805 % of all edit distance cells or 415 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,7,1,0,0.527777777777778,0.694444444444444,0.342592592592593,0.337962962962963,"; ; 1.71039095 % of all edit distance cells or 399 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,8,1,0,0.694444444444444,1,0.347222222222222,0.361111111111111,"; ; 1.93329904 % of all edit distance cells or 451 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,9,1,0,0.75,0.611111111111111,0.365740740740741,0.384259259259259,"; ; 1.94615912 % of all edit distance cells or 454 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
6,6,6,6,0,10,1,0,0.666666666666667,0.916666666666667,0.361111111111111,0.361111111111111,"; ; 1.71896433 % of all edit distance cells or 401 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
