"n_groups","n_individuals","n_calls_per_level","group_information","individual_information","iteration","group_information_proportion","individual_information_proportion","accuracy_SPCC_group","accuracy_edit_group","accuracy_mean_SPCC_individual","accuracy_mean_edit_individual","notes"
2,2,2,4,2,1,0.666666666666667,0.333333333333333,1,1,0.875,1,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,4,2,2,0.666666666666667,0.333333333333333,0.75,1,1,0.875,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,4,2,3,0.666666666666667,0.333333333333333,1,1,0.875,0.875,"; ; 9.375 % of all edit distance cells or 3 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,4,2,4,0.666666666666667,0.333333333333333,1,1,1,1,"; ; "
2,2,2,4,2,5,0.666666666666667,0.333333333333333,1,1,0.875,1,"; ; "
2,2,2,4,2,6,0.666666666666667,0.333333333333333,1,1,0.875,0.875,"; ; 3.125 % of all edit distance cells or 1 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,4,2,7,0.666666666666667,0.333333333333333,0.75,0.75,0.875,1,"; ; "
2,2,2,4,2,8,0.666666666666667,0.333333333333333,1,1,0.875,1,"; ; "
2,2,2,4,2,9,0.666666666666667,0.333333333333333,1,1,0.75,0.875,"; ; 6.25 % of all edit distance cells or 2 unique comparisons off of the diagonal had an original edit distance value of 0 and were changed to the next minimum edit distance value of 0.1"
2,2,2,4,2,10,0.666666666666667,0.333333333333333,1,1,0.625,0.625,"; ; "
